# Vat.gr.1291 — Predicted Table: Handy Tables Oblique Ascensions Klima V
# Model: topo
# Klima: 5  (Byzantium/Hellespont, φ≈41°N, longest day 15h)
# Scan date: 2026-05-17
# RMSE estimates: anaph=3.390°  hour=0.350h  chron=11.8min
# STATUS: ALL VALUES ARE MODEL PREDICTIONS — verify against manuscript images
# Uncertain cells in actual transcriptions should be compared to these predictions
# Column *_raw: [unread] — Greek numeral not yet read from image
# Column *_dec: [pred_topo] — predicted decimal value
#
sign	deg	anaph_deg_raw	anaph_min_raw	hour_raw	chron_raw	deg_dec	anaph_dec	hour_dec	chron_dec
Libra	θ	[unread]	[unread]	[unread]	[unread]	9	138;07[pred_topo]	12[pred_topo]	18[pred_topo]
Libra	ι	[unread]	[unread]	[unread]	[unread]	10	138;50[pred_topo]	12[pred_topo]	21[pred_topo]
Libra	ια	[unread]	[unread]	[unread]	[unread]	11	139;26[pred_topo]	12[pred_topo]	24[pred_topo]
Libra	ιβ	[unread]	[unread]	[unread]	[unread]	12	139;53[pred_topo]	12[pred_topo]	27[pred_topo]
Libra	ιγ	[unread]	[unread]	[unread]	[unread]	13	140;51[pred_topo]	12[pred_topo]	30[pred_topo]
Libra	ιδ	[unread]	[unread]	[unread]	[unread]	14	142;02[pred_topo]	12[pred_topo]	33[pred_topo]
Libra	ιε	[unread]	[unread]	[unread]	[unread]	15	143;02[pred_topo]	12[pred_topo]	36[pred_topo]
Libra	ιϛ	[unread]	[unread]	[unread]	[unread]	16	144;14[pred_topo]	12[pred_topo]	39[pred_topo]
Libra	ιζ	[unread]	[unread]	[unread]	[unread]	17	145;14[pred_topo]	12[pred_topo]	41[pred_topo]
Libra	ιη	[unread]	[unread]	[unread]	[unread]	18	146;03[pred_topo]	12[pred_topo]	44[pred_topo]
Libra	ιθ	[unread]	[unread]	[unread]	[unread]	19	146;43[pred_topo]	12[pred_topo]	46[pred_topo]
Libra	κ	[unread]	[unread]	[unread]	[unread]	20	147;17[pred_topo]	12[pred_topo]	49[pred_topo]
Libra	κα	[unread]	[unread]	[unread]	[unread]	21	148;10[pred_topo]	12[pred_topo]	52[pred_topo]
Libra	κβ	[unread]	[unread]	[unread]	[unread]	22	149;17[pred_topo]	12[pred_topo]	51[pred_topo]
Libra	κγ	[unread]	[unread]	[unread]	[unread]	23	145;10[pred_topo]	12[pred_topo]	27[pred_topo]
Libra	κδ	[unread]	[unread]	[unread]	[unread]	24	140;44[pred_topo]	13[pred_topo]	3[pred_topo]
Libra	κε	[unread]	[unread]	[unread]	[unread]	25	146;43[pred_topo]	13[pred_topo]	3[pred_topo]
Libra	κϛ	[unread]	[unread]	[unread]	[unread]	26	148;55[pred_topo]	13[pred_topo]	6[pred_topo]
Libra	κζ	[unread]	[unread]	[unread]	[unread]	27	150;55[pred_topo]	13[pred_topo]	9[pred_topo]
Libra	κη	[unread]	[unread]	[unread]	[unread]	28	152;38[pred_topo]	13[pred_topo]	12[pred_topo]
Libra	κθ	[unread]	[unread]	[unread]	[unread]	29	154;05[pred_topo]	13[pred_topo]	15[pred_topo]
Libra	λ	[unread]	[unread]	[unread]	[unread]	30	155;16[pred_topo]	13[pred_topo]	18[pred_topo]
# === SCORPIO (ΣΚΟΡΠΙΟΣ) ===
Scorpio	α	[unread]	[unread]	[unread]	[unread]	1	156;43[pred_topo]	13[pred_topo]	21[pred_topo]
Scorpio	β	[unread]	[unread]	[unread]	[unread]	2	158;06[pred_topo]	13[pred_topo]	24[pred_topo]
Scorpio	γ	[unread]	[unread]	[unread]	[unread]	3	159;14[pred_topo]	13[pred_topo]	27[pred_topo]
Scorpio	δ	[unread]	[unread]	[unread]	[unread]	4	159;55[pred_topo]	13[pred_topo]	30[pred_topo]
Scorpio	ε	[unread]	[unread]	[unread]	[unread]	5	160;24[pred_topo]	13[pred_topo]	33[pred_topo]
Scorpio	ϛ	[unread]	[unread]	[unread]	[unread]	6	160;45[pred_topo]	13[pred_topo]	36[pred_topo]
Scorpio	ζ	[unread]	[unread]	[unread]	[unread]	7	160;57[pred_topo]	13[pred_topo]	39[pred_topo]
Scorpio	η	[unread]	[unread]	[unread]	[unread]	8	161;02[pred_topo]	13[pred_topo]	42[pred_topo]
Scorpio	θ	[unread]	[unread]	[unread]	[unread]	9	161;01[pred_topo]	13[pred_topo]	45[pred_topo]
Scorpio	ι	[unread]	[unread]	[unread]	[unread]	10	160;53[pred_topo]	13[pred_topo]	47[pred_topo]
Scorpio	ια	[unread]	[unread]	[unread]	[unread]	11	160;38[pred_topo]	13[pred_topo]	50[pred_topo]
Scorpio	ιβ	[unread]	[unread]	[unread]	[unread]	12	159;44[pred_topo]	13[pred_topo]	53[pred_topo]
Scorpio	ιγ	[unread]	[unread]	[unread]	[unread]	13	163;36[pred_topo]	13[pred_topo]	41[pred_topo]
Scorpio	ιδ	[unread]	[unread]	[unread]	[unread]	14	166;23[pred_topo]	14[pred_topo]	17[pred_topo]
Scorpio	ιε	[unread]	[unread]	[unread]	[unread]	15	166;35[pred_topo]	14[pred_topo]	3[pred_topo]
Scorpio	ιϛ	[unread]	[unread]	[unread]	[unread]	16	166;34[pred_topo]	14[pred_topo]	5[pred_topo]
Scorpio	ιζ	[unread]	[unread]	[unread]	[unread]	17	167;05[pred_topo]	14[pred_topo]	8[pred_topo]
Scorpio	ιη	[unread]	[unread]	[unread]	[unread]	18	167;29[pred_topo]	14[pred_topo]	11[pred_topo]
Scorpio	ιθ	[unread]	[unread]	[unread]	[unread]	19	168;04[pred_topo]	14[pred_topo]	15[pred_topo]
Scorpio	κ	[unread]	[unread]	[unread]	[unread]	20	168;36[pred_topo]	14[pred_topo]	18[pred_topo]
Scorpio	κα	[unread]	[unread]	[unread]	[unread]	21	169;53[pred_topo]	14[pred_topo]	21[pred_topo]
Scorpio	κβ	[unread]	[unread]	[unread]	[unread]	22	171;00[pred_topo]	14[pred_topo]	23[pred_topo]
Scorpio	κγ	[unread]	[unread]	[unread]	[unread]	23	171;59[pred_topo]	14[pred_topo]	26[pred_topo]
Scorpio	κδ	[unread]	[unread]	[unread]	[unread]	24	172;51[pred_topo]	14[pred_topo]	28[pred_topo]
Scorpio	κε	[unread]	[unread]	[unread]	[unread]	25	173;43[pred_topo]	14[pred_topo]	31[pred_topo]
Scorpio	κϛ	[unread]	[unread]	[unread]	[unread]	26	174;36[pred_topo]	14[pred_topo]	35[pred_topo]
Scorpio	κζ	[unread]	[unread]	[unread]	[unread]	27	175;28[pred_topo]	14[pred_topo]	38[pred_topo]
Scorpio	κη	[unread]	[unread]	[unread]	[unread]	28	176;21[pred_topo]	14[pred_topo]	42[pred_topo]
Scorpio	κθ	[unread]	[unread]	[unread]	[unread]	29	177;17[pred_topo]	14[pred_topo]	45[pred_topo]
Scorpio	λ	[unread]	[unread]	[unread]	[unread]	30	178;17[pred_topo]	14[pred_topo]	48[pred_topo]
# === SAGITTARIUS (ΤΟΞΟΤΗΣ) ===
Sagittarius	α	[unread]	[unread]	[unread]	[unread]	1	179;24[pred_topo]	14[pred_topo]	51[pred_topo]
Sagittarius	β	[unread]	[unread]	[unread]	[unread]	2	180;38[pred_topo]	14[pred_topo]	53[pred_topo]
Sagittarius	γ	[unread]	[unread]	[unread]	[unread]	3	182;03[pred_topo]	14[pred_topo]	55[pred_topo]
Sagittarius	δ	[unread]	[unread]	[unread]	[unread]	4	185;03[pred_topo]	14[pred_topo]	48[pred_topo]
Sagittarius	ε	[unread]	[unread]	[unread]	[unread]	5	179;45[pred_topo]	15[pred_topo]	12[pred_topo]
Sagittarius	ϛ	[unread]	[unread]	[unread]	[unread]	6	180;02[pred_topo]	15[pred_topo]	4[pred_topo]
Sagittarius	ζ	[unread]	[unread]	[unread]	[unread]	7	182;28[pred_topo]	15[pred_topo]	6[pred_topo]
Sagittarius	η	[unread]	[unread]	[unread]	[unread]	8	184;53[pred_topo]	15[pred_topo]	9[pred_topo]
Sagittarius	θ	[unread]	[unread]	[unread]	[unread]	9	186;59[pred_topo]	15[pred_topo]	11[pred_topo]
Sagittarius	ι	[unread]	[unread]	[unread]	[unread]	10	187;17[pred_topo]	15[pred_topo]	15[pred_topo]
Sagittarius	ια	[unread]	[unread]	[unread]	[unread]	11	187;49[pred_topo]	15[pred_topo]	18[pred_topo]
Sagittarius	ιβ	[unread]	[unread]	[unread]	[unread]	12	187;46[pred_topo]	15[pred_topo]	21[pred_topo]
Sagittarius	ιγ	[unread]	[unread]	[unread]	[unread]	13	187;35[pred_topo]	15[pred_topo]	23[pred_topo]
Sagittarius	ιδ	[unread]	[unread]	[unread]	[unread]	14	187;11[pred_topo]	15[pred_topo]	26[pred_topo]
Sagittarius	ιε	[unread]	[unread]	[unread]	[unread]	15	186;58[pred_topo]	15[pred_topo]	29[pred_topo]
Sagittarius	ιϛ	[unread]	[unread]	[unread]	[unread]	16	188;10[pred_topo]	15[pred_topo]	32[pred_topo]
Sagittarius	ιζ	[unread]	[unread]	[unread]	[unread]	17	188;30[pred_topo]	15[pred_topo]	35[pred_topo]
Sagittarius	ιη	[unread]	[unread]	[unread]	[unread]	18	189;40[pred_topo]	15[pred_topo]	38[pred_topo]
Sagittarius	ιθ	[unread]	[unread]	[unread]	[unread]	19	191;08[pred_topo]	15[pred_topo]	42[pred_topo]
Sagittarius	κ	[unread]	[unread]	[unread]	[unread]	20	192;59[pred_topo]	15[pred_topo]	45[pred_topo]
Sagittarius	κα	[unread]	[unread]	[unread]	[unread]	21	195;14[pred_topo]	15[pred_topo]	48[pred_topo]
Sagittarius	κβ	[unread]	[unread]	[unread]	[unread]	22	197;24[pred_topo]	15[pred_topo]	50[pred_topo]
Sagittarius	κγ	[unread]	[unread]	[unread]	[unread]	23	199;31[pred_topo]	15[pred_topo]	52[pred_topo]
Sagittarius	κδ	[unread]	[unread]	[unread]	[unread]	24	201;32[pred_topo]	15[pred_topo]	53[pred_topo]
Sagittarius	κε	[unread]	[unread]	[unread]	[unread]	25	204;46[pred_topo]	15[pred_topo]	43[pred_topo]
Sagittarius	κϛ	[unread]	[unread]	[unread]	[unread]	26	195;58[pred_topo]	16[pred_topo]	16[pred_topo]
Sagittarius	κζ	[unread]	[unread]	[unread]	[unread]	27	196;46[pred_topo]	16[pred_topo]	11[pred_topo]
Sagittarius	κη	[unread]	[unread]	[unread]	[unread]	28	199;49[pred_topo]	16[pred_topo]	8[pred_topo]
Sagittarius	κθ	[unread]	[unread]	[unread]	[unread]	29	199;51[pred_topo]	16[pred_topo]	9[pred_topo]
Sagittarius	λ	[unread]	[unread]	[unread]	[unread]	30	200;13[pred_topo]	16[pred_topo]	12[pred_topo]
# === CAPRICORN (ΑΙΓΟΚΕΡΩΣ) ===
Capricorn	α	[unread]	[unread]	[unread]	[unread]	1	201;00[pred_topo]	16[pred_topo]	14[pred_topo]
Capricorn	β	[unread]	[unread]	[unread]	[unread]	2	202;09[pred_topo]	16[pred_topo]	17[pred_topo]
Capricorn	γ	[unread]	[unread]	[unread]	[unread]	3	203;31[pred_topo]	16[pred_topo]	20[pred_topo]
Capricorn	δ	[unread]	[unread]	[unread]	[unread]	4	205;07[pred_topo]	16[pred_topo]	24[pred_topo]
Capricorn	ε	[unread]	[unread]	[unread]	[unread]	5	205;39[pred_topo]	16[pred_topo]	26[pred_topo]
Capricorn	ϛ	[unread]	[unread]	[unread]	[unread]	6	206;25[pred_topo]	16[pred_topo]	28[pred_topo]
Capricorn	ζ	[unread]	[unread]	[unread]	[unread]	7	207;27[pred_topo]	16[pred_topo]	31[pred_topo]
Capricorn	η	[unread]	[unread]	[unread]	[unread]	8	208;47[pred_topo]	16[pred_topo]	34[pred_topo]
Capricorn	θ	[unread]	[unread]	[unread]	[unread]	9	210;23[pred_topo]	16[pred_topo]	37[pred_topo]
Capricorn	ι	[unread]	[unread]	[unread]	[unread]	10	212;12[pred_topo]	16[pred_topo]	41[pred_topo]
Capricorn	ια	[unread]	[unread]	[unread]	[unread]	11	214;14[pred_topo]	16[pred_topo]	44[pred_topo]
Capricorn	ιβ	[unread]	[unread]	[unread]	[unread]	12	216;29[pred_topo]	16[pred_topo]	48[pred_topo]
Capricorn	ιγ	[unread]	[unread]	[unread]	[unread]	13	216;34[pred_topo]	16[pred_topo]	50[pred_topo]
Capricorn	ιδ	[unread]	[unread]	[unread]	[unread]	14	215;18[pred_topo]	16[pred_topo]	51[pred_topo]
Capricorn	ιε	[unread]	[unread]	[unread]	[unread]	15	214;27[pred_topo]	16[pred_topo]	52[pred_topo]
Capricorn	ιϛ	[unread]	[unread]	[unread]	[unread]	16	224;16[pred_topo]	16[pred_topo]	50[pred_topo]
Capricorn	ιζ	[unread]	[unread]	[unread]	[unread]	17	220;11[pred_topo]	17[pred_topo]	28[pred_topo]
Capricorn	ιη	[unread]	[unread]	[unread]	[unread]	18	213;08[pred_topo]	17[pred_topo]	5[pred_topo]
Capricorn	ιθ	[unread]	[unread]	[unread]	[unread]	19	214;06[pred_topo]	17[pred_topo]	2[pred_topo]
Capricorn	κ	[unread]	[unread]	[unread]	[unread]	20	216;32[pred_topo]	17[pred_topo]	4[pred_topo]
Capricorn	κα	[unread]	[unread]	[unread]	[unread]	21	219;05[pred_topo]	17[pred_topo]	6[pred_topo]
Capricorn	κβ	[unread]	[unread]	[unread]	[unread]	22	221;37[pred_topo]	17[pred_topo]	9[pred_topo]
Capricorn	κγ	[unread]	[unread]	[unread]	[unread]	23	224;08[pred_topo]	17[pred_topo]	11[pred_topo]
Capricorn	κδ	[unread]	[unread]	[unread]	[unread]	24	225;35[pred_topo]	17[pred_topo]	13[pred_topo]
Capricorn	κε	[unread]	[unread]	[unread]	[unread]	25	226;11[pred_topo]	17[pred_topo]	16[pred_topo]
Capricorn	κϛ	[unread]	[unread]	[unread]	[unread]	26	226;10[pred_topo]	17[pred_topo]	18[pred_topo]
Capricorn	κζ	[unread]	[unread]	[unread]	[unread]	27	226;43[pred_topo]	17[pred_topo]	20[pred_topo]
Capricorn	κη	[unread]	[unread]	[unread]	[unread]	28	227;12[pred_topo]	17[pred_topo]	21[pred_topo]
Capricorn	κθ	[unread]	[unread]	[unread]	[unread]	29	227;37[pred_topo]	17[pred_topo]	22[pred_topo]
Capricorn	λ	[unread]	[unread]	[unread]	[unread]	30	227;59[pred_topo]	17[pred_topo]	23[pred_topo]
# === AQUARIUS (ΥΔΡΟΧΟΟΣ) ===
Aquarius	α	[unread]	[unread]	[unread]	[unread]	1	228;53[pred_topo]	17[pred_topo]	26[pred_topo]
Aquarius	β	[unread]	[unread]	[unread]	[unread]	2	230;06[pred_topo]	17[pred_topo]	29[pred_topo]
Aquarius	γ	[unread]	[unread]	[unread]	[unread]	3	231;21[pred_topo]	17[pred_topo]	31[pred_topo]
Aquarius	δ	[unread]	[unread]	[unread]	[unread]	4	232;32[pred_topo]	17[pred_topo]	33[pred_topo]
Aquarius	ε	[unread]	[unread]	[unread]	[unread]	5	233;41[pred_topo]	17[pred_topo]	35[pred_topo]
Aquarius	ϛ	[unread]	[unread]	[unread]	[unread]	6	234;48[pred_topo]	17[pred_topo]	36[pred_topo]
Aquarius	ζ	[unread]	[unread]	[unread]	[unread]	7	235;52[pred_topo]	17[pred_topo]	38[pred_topo]
Aquarius	η	[unread]	[unread]	[unread]	[unread]	8	236;54[pred_topo]	17[pred_topo]	40[pred_topo]
Aquarius	θ	[unread]	[unread]	[unread]	[unread]	9	237;48[pred_topo]	17[pred_topo]	41[pred_topo]
Aquarius	ι	[unread]	[unread]	[unread]	[unread]	10	238;31[pred_topo]	17[pred_topo]	42[pred_topo]
Aquarius	ια	[unread]	[unread]	[unread]	[unread]	11	239;08[pred_topo]	17[pred_topo]	43[pred_topo]
Aquarius	ιβ	[unread]	[unread]	[unread]	[unread]	12	239;58[pred_topo]	17[pred_topo]	45[pred_topo]
Aquarius	ιγ	[unread]	[unread]	[unread]	[unread]	13	240;54[pred_topo]	17[pred_topo]	46[pred_topo]
Aquarius	ιδ	[unread]	[unread]	[unread]	[unread]	14	241;43[pred_topo]	17[pred_topo]	48[pred_topo]
Aquarius	ιε	[unread]	[unread]	[unread]	[unread]	15	242;25[pred_topo]	17[pred_topo]	49[pred_topo]
Aquarius	ιϛ	[unread]	[unread]	[unread]	[unread]	16	242;59[pred_topo]	17[pred_topo]	50[pred_topo]
Aquarius	ιζ	[unread]	[unread]	[unread]	[unread]	17	243;26[pred_topo]	17[pred_topo]	51[pred_topo]
Aquarius	ιη	[unread]	[unread]	[unread]	[unread]	18	243;33[pred_topo]	17[pred_topo]	52[pred_topo]
Aquarius	ιθ	[unread]	[unread]	[unread]	[unread]	19	243;21[pred_topo]	17[pred_topo]	53[pred_topo]
Aquarius	κ	[unread]	[unread]	[unread]	[unread]	20	250;06[pred_topo]	17[pred_topo]	54[pred_topo]
Aquarius	κα	[unread]	[unread]	[unread]	[unread]	21	255;19[pred_topo]	17[pred_topo]	55[pred_topo]
Aquarius	κβ	[unread]	[unread]	[unread]	[unread]	22	254;32[pred_topo]	17[pred_topo]	56[pred_topo]
Aquarius	κγ	[unread]	[unread]	[unread]	[unread]	23	253;42[pred_topo]	17[pred_topo]	57[pred_topo]
Aquarius	κδ	[unread]	[unread]	[unread]	[unread]	24	252;52[pred_topo]	17[pred_topo]	59[pred_topo]
Aquarius	κε	[unread]	[unread]	[unread]	[unread]	25	251;30[pred_topo]	17[pred_topo]	59[pred_topo]
Aquarius	κϛ	[unread]	[unread]	[unread]	[unread]	26	249;35[pred_topo]	17[pred_topo]	58[pred_topo]
Aquarius	κζ	[unread]	[unread]	[unread]	[unread]	27	250;45[pred_topo]	17[pred_topo]	29[pred_topo]
Aquarius	κη	[unread]	[unread]	[unread]	[unread]	28	253;43[pred_topo]	18[pred_topo]	0[pred_topo]
Aquarius	κθ	[unread]	[unread]	[unread]	[unread]	29	255;11[pred_topo]	18[pred_topo]	0[pred_topo]
Aquarius	λ	[unread]	[unread]	[unread]	[unread]	30	256;25[pred_topo]	18[pred_topo]	0[pred_topo]
# === PISCES (ΙΧΘΥΕΣ) ===
Pisces	α	[unread]	[unread]	[unread]	[unread]	1	257;41[pred_topo]	18[pred_topo]	1[pred_topo]
Pisces	β	[unread]	[unread]	[unread]	[unread]	2	258;57[pred_topo]	18[pred_topo]	2[pred_topo]
Pisces	γ	[unread]	[unread]	[unread]	[unread]	3	260;12[pred_topo]	18[pred_topo]	2[pred_topo]
Pisces	δ	[unread]	[unread]	[unread]	[unread]	4	261;18[pred_topo]	18[pred_topo]	3[pred_topo]
Pisces	ε	[unread]	[unread]	[unread]	[unread]	5	262;22[pred_topo]	18[pred_topo]	4[pred_topo]
Pisces	ϛ	[unread]	[unread]	[unread]	[unread]	6	263;24[pred_topo]	18[pred_topo]	4[pred_topo]
Pisces	ζ	[unread]	[unread]	[unread]	[unread]	7	264;23[pred_topo]	18[pred_topo]	4[pred_topo]
Pisces	η	[unread]	[unread]	[unread]	[unread]	8	265;20[pred_topo]	18[pred_topo]	5[pred_topo]
Pisces	θ	[unread]	[unread]	[unread]	[unread]	9	266;25[pred_topo]	18[pred_topo]	5[pred_topo]
Pisces	ι	[unread]	[unread]	[unread]	[unread]	10	267;25[pred_topo]	18[pred_topo]	5[pred_topo]
Pisces	ια	[unread]	[unread]	[unread]	[unread]	11	268;19[pred_topo]	18[pred_topo]	5[pred_topo]
Pisces	ιβ	[unread]	[unread]	[unread]	[unread]	12	269;08[pred_topo]	18[pred_topo]	5[pred_topo]
Pisces	ιγ	[unread]	[unread]	[unread]	[unread]	13	269;50[pred_topo]	18[pred_topo]	5[pred_topo]
Pisces	ιδ	[unread]	[unread]	[unread]	[unread]	14	270;24[pred_topo]	18[pred_topo]	5[pred_topo]
Pisces	ιε	[unread]	[unread]	[unread]	[unread]	15	270;56[pred_topo]	18[pred_topo]	5[pred_topo]
Pisces	ιϛ	[unread]	[unread]	[unread]	[unread]	16	271;22[pred_topo]	18[pred_topo]	5[pred_topo]
Pisces	ιζ	[unread]	[unread]	[unread]	[unread]	17	271;40[pred_topo]	18[pred_topo]	5[pred_topo]
Pisces	ιη	[unread]	[unread]	[unread]	[unread]	18	273;27[pred_topo]	18[pred_topo]	4[pred_topo]
Pisces	ιθ	[unread]	[unread]	[unread]	[unread]	19	275;16[pred_topo]	18[pred_topo]	3[pred_topo]
Pisces	κ	[unread]	[unread]	[unread]	[unread]	20	276;56[pred_topo]	18[pred_topo]	2[pred_topo]
Pisces	κα	[unread]	[unread]	[unread]	[unread]	21	278;33[pred_topo]	18[pred_topo]	1[pred_topo]
Pisces	κβ	[unread]	[unread]	[unread]	[unread]	22	280;35[pred_topo]	18[pred_topo]	1[pred_topo]
Pisces	κγ	[unread]	[unread]	[unread]	[unread]	23	284;37[pred_topo]	18[pred_topo]	1[pred_topo]
Pisces	κδ	[unread]	[unread]	[unread]	[unread]	24	293;16[pred_topo]	18[pred_topo]	2[pred_topo]
Pisces	κε	[unread]	[unread]	[unread]	[unread]	25	287;52[pred_topo]	18[pred_topo]	29[pred_topo]
Pisces	κϛ	[unread]	[unread]	[unread]	[unread]	26	281;32[pred_topo]	17[pred_topo]	56[pred_topo]
Pisces	κζ	[unread]	[unread]	[unread]	[unread]	27	278;26[pred_topo]	17[pred_topo]	57[pred_topo]
Pisces	κη	[unread]	[unread]	[unread]	[unread]	28	275;22[pred_topo]	17[pred_topo]	57[pred_topo]
Pisces	κθ	[unread]	[unread]	[unread]	[unread]	29	272;19[pred_topo]	17[pred_topo]	57[pred_topo]
Pisces	λ	[unread]	[unread]	[unread]	[unread]	30	204;53[pred_topo]	16[pred_topo]	46[pred_topo]
