dataset,domain,n_samples,n_features,n_classes,accuracy,tdi_vr_h0,tdi_vr_h1,tdi_alpha_h0,tdi_alpha_h1,tdi_random_label,signal_ratio,input_entropy_h0,input_entropy_h1,input_knn_purity,final_knn_purity,purity_gain
mc1,software,1068,38,2,0.9700374531835206,148.56297296775801,20.564504495234072,100.6337766514363,17.485641652562364,132.36082569996722,0.8909408788466621,4.929461793338149,4.186767654081029,0.9170000000000001,0.9375,0.02049999999999985
mozilla4,software,2000,5,2,0.892,207.24458410320216,29.56209480584116,182.35647335980607,26.814783914266794,206.22257488833833,0.9950685842079477,5.570583618274279,4.425975810037266,0.746,0.7615000000000001,0.01550000000000007
kc2,software,369,8,2,0.5806451612903226,205.25501068254704,18.448706660317924,182.06123453035485,16.208215332076563,192.0926353467337,0.9358730620410011,5.327843326035543,4.389106276619717,0.5994579945799458,0.6016260162601627,0.0021680216802169028
kc3,software,1326,21,2,0.7891566265060241,174.71282102941123,17.691164968747387,140.12374611555498,14.965764108129596,199.28794835159073,1.1406601254411806,5.022066769706544,3.7456838292374077,0.7815000000000001,0.7844999999999999,0.0029999999999997806
jm1,software,403,37,2,0.9207920792079208,171.46533281355755,34.91628482897468,140.26364005266183,26.734094691878212,169.09058812126722,0.9861502925791273,5.698359842720468,4.8502863767430835,0.8785,0.8844999999999998,0.005999999999999894
mnist_784,vision,10000,784,10,0.9416,6477.492399164114,157.43657839151635,4701.57256124868,121.48857850711494,7586.865541119879,1.1712658346150933,5.877617409146824,4.974351582244609,0.6575,0.9079999999999999,0.25049999999999994
fashion_mnist,vision,10000,784,10,0.8408,5907.028080607333,135.09892839323808,4393.970198337149,95.76341537877512,6829.235565762104,1.1561203828000006,5.916715174939426,4.552199222209113,0.6715000000000001,0.8240000000000001,0.15249999999999997
letter,vision,20000,16,26,0.9518,1280.397549947234,128.05062690809189,1057.8510500361635,92.94469772167248,245.49554861629082,0.19173384752759629,5.938561467402765,5.2275206603198185,0.42200000000000004,0.547,0.125
optdigits,vision,5620,64,10,0.9836298932384342,1274.3536567412934,103.3298642158885,988.9600705876139,79.95436427513962,1162.2469716754622,0.9120285923198869,5.898151660930765,5.068327264854371,0.8615,0.9494999999999999,0.08799999999999986
pendigits,vision,10000,16,10,0.9936,249.18618508985304,38.053208667817906,206.46008763484502,33.36248868630869,341.1120845412495,1.3689044776629542,5.9048872178650385,4.812156321712269,0.9030000000000001,0.9235000000000001,0.020499999999999963
semeion,digits,1593,256,10,0.9373433583959899,5259.329946733061,265.35784957751497,4028.509414241642,177.80367796013635,4815.921754900592,0.9156911248536705,5.979792777143753,5.839928838414091,0.7525,0.966,0.21350000000000002
mfeat_fourier,vision,2000,76,10,0.82,1925.360060855548,148.3673139102562,1479.8613139530391,101.21624605536633,1653.829985384839,0.8589717939043294,5.957279473679216,5.361367122774964,0.645,0.7709999999999999,0.1259999999999999
mfeat_karhunen,vision,2000,64,10,0.972,2060.6092186915125,171.52538224412274,1575.2960347533453,121.36000648351785,1390.5922474861145,0.6748452034826579,5.978138714067634,5.7244853969116996,0.8035,0.9445000000000001,0.14100000000000013
mfeat_morphological,vision,2000,6,10,0.73,265.1203819061954,21.457988650207056,230.21470523840307,19.356695833974232,266.9743830870712,1.0069930541271315,5.561269377015281,3.959721871382701,0.6695,0.6920000000000001,0.022500000000000075
mfeat_zernike,vision,2000,47,10,0.806,729.8472660464325,130.4063539851575,570.620086595423,93.44894395071603,733.107018934267,1.0044663493849781,5.955278780355683,5.360964189690943,0.6794999999999999,0.7859999999999999,0.10650000000000004
mfeat_factors,vision,2000,216,10,0.98,2673.665470165496,152.80767907854886,2089.925541836795,120.34727931574199,2483.949616688424,0.929042785795738,5.963444368529838,4.9986099575240335,0.884,0.9680000000000001,0.08400000000000007
segment,vision,2310,19,7,0.9878892733564014,131.1620717854492,23.238772893445677,85.10410879234792,20.322300141727634,310.2159667988677,2.3651346961514093,5.572430889235459,4.530608072793495,0.855,0.8994999999999999,0.04449999999999987
movement_libras,vision,2000,240,10,0.976,3913.5078686425104,169.60325609790112,3028.194823574413,127.42442993395404,3125.945668215072,0.7987579872426264,5.976512878652544,5.239298030215304,0.884,0.9645,0.08050000000000002
fabert,vision,2000,26,2,0.594,185.3725416575473,24.960905844819568,139.11564597875775,18.409172611122194,195.4730041421117,1.0544873711837202,5.7924853649743495,4.597549879260632,0.5529999999999999,0.5565000000000001,0.0035000000000001696
spambase,nlp_features,2000,57,2,0.944,690.4791352034347,32.54322335413666,625.951940812364,23.325888672016198,551.2447974441219,0.7983511294395733,5.747813153309278,4.081315331720342,0.8169999999999998,0.8785000000000001,0.06150000000000022
analcatdata_authorship,nlp_features,841,70,4,1.0,2656.2309332396267,111.29733817506386,2009.691875305841,80.96353240176956,1724.246860384941,0.6491328893162135,5.984305570928056,5.663562678034818,0.9855000000000002,0.997,0.011499999999999844
