dataset,domain,n_samples,n_features,n_classes,accuracy,tdi_vr_h0,tdi_vr_h1,tdi_alpha_h0,tdi_alpha_h1,tdi_random_label,signal_ratio,input_entropy_h0,input_entropy_h1,input_knn_purity,final_knn_purity,purity_gain
cnae,nlp_features,1080,856,9,0.9185185185185185,6335.359289677002,57.6129902389829,5257.506604977692,22.32854141442475,5928.45217388367,0.9357720537718583,5.742521617351262,3.6704269520422708,0.625,0.9684999999999999,0.3434999999999999
sylva_agnostic,ecology,2000,48,2,0.736,493.7824209234511,176.19050116358943,367.1500896744097,141.2801648616013,399.5221816847327,0.8091057209723325,5.771700326528582,5.236158374031991,0.6259999999999999,0.6615000000000001,0.0355000000000002
wilt,ecology,1261,5,2,0.9810126582278481,375.79343168077315,62.560810548011816,306.11376664384755,44.61194137156082,367.4476099600111,0.9777914646260991,5.7841731400129754,5.136639955006279,0.8364999999999999,0.8915000000000001,0.05500000000000016
gas_drift,chemistry,163,9,2,0.8048780487804879,201.45406151120477,11.636193692597555,201.45406151120477,11.636193692597555,145.65007181543515,0.7229939705501255,4.703842738750395,3.65110880384995,0.7521472392638037,0.750920245398773,-0.0012269938650306678
qsar_biodeg,chemistry,1055,41,2,0.8825757575757576,312.9328012805606,42.97708079631087,289.87552459948375,33.30774109614624,297.0600944593555,0.94927758689325,5.808823074116271,4.882036260958662,0.787,0.809,0.02200000000000002
seismic_bumps,engineering,1286,10935,2,0.9565217391304348,28207.311919241103,158.16557146277705,21617.880091162315,87.71914268739646,28717.69531212954,1.018094010317243,5.962241202126922,4.136977802691786,0.878,0.98,0.10199999999999998
electricity,energy,2000,3,2,0.574,248.3188091286564,46.86793938679023,204.31427993640975,33.56148305399221,268.7402890020374,1.0822389570288267,5.8730834363732125,4.600608200874317,0.5165000000000001,0.5115000000000001,-0.0050000000000000044
balance_scale,psychology,625,4,3,0.9235668789808917,756.119865155136,394.34587308157853,579.7500254248616,217.33011131227295,520.2648928761482,0.6880719801871671,5.9889614164908656,6.001342099833184,0.7829999999999999,0.8025,0.019500000000000073
heart_statlog,medicine,270,13,2,0.8088235294117647,586.0785586289717,101.54831402588856,586.0785586289717,101.54831402588856,429.87517566375107,0.7334770558222926,5.539662368994438,5.182223885642616,0.7666666666666667,0.7822222222222223,0.015555555555555545
lymph,medicine,148,3,4,0.6216216216216216,72.06012362557222,6.964936587547567,72.06012362557222,6.964936587547567,67.64284896229051,0.938700151470263,3.022880957895695,2.4877431549221414,0.581081081081081,0.572972972972973,-0.008108108108108025
anneal,engineering,898,6,5,0.8177777777777778,142.59167515232923,23.975428742404283,133.67200533282738,17.72791888878518,128.19756930814867,0.8990536731628723,5.114204718202373,3.923310720851224,0.752,0.7509999999999999,-0.001000000000000112
australian,finance,151,3,3,0.6052631578947368,96.23013360619322,13.408398224085122,96.23013360619322,13.408398224085122,98.00368471210922,1.0184303090877331,4.4595099740033906,2.721617150545394,0.3894039735099338,0.38013245033112586,-0.009271523178807917
glass,materials,214,9,6,0.6481481481481481,219.24320994124463,13.954952389043084,219.24320994124463,13.954952389043084,163.89045913049267,0.7475280952801866,4.964847034365494,3.561274330403329,0.6280373831775703,0.6448598130841121,0.016822429906541814
eucalyptus,ecology,736,14,5,0.6304347826086957,342.1068887302398,79.6021027671982,276.71845617914823,64.79122397627303,359.2666950309439,1.050159195461963,5.87502586351839,5.392500741090325,0.47900000000000004,0.5075,0.028499999999999914
vehicle,robotics,846,18,4,0.8443396226415094,210.658290743191,67.97910932221903,185.4677547325287,48.45657612466274,413.3842634714796,1.9623450945751166,5.932169115587013,5.207908855746478,0.6315,0.6970000000000001,0.06550000000000011
gina_agnostic,synthetic,2000,970,2,0.896,10564.81037794226,232.72211413939863,7923.412400637678,147.8276239373497,10735.672903787676,1.0161727962673284,5.972709465722379,5.164748994378815,0.6890000000000001,0.9615,0.27249999999999996
har,robotics,6000,561,6,0.984,4798.826512228579,87.97012061558843,3730.4214932677864,57.70242094052297,5378.3890228270375,1.1207717155687107,5.943698497859165,5.062881005138948,0.746,0.9789999999999999,0.23299999999999987
wall_robot,robotics,3154,24,4,0.9011406844106464,180.9625196314763,59.10099388115964,149.19081406847866,49.312868459151495,202.5939399704754,1.1195353622565087,5.843452237593979,5.074931378549808,0.6235,0.6619999999999999,0.03849999999999987
ilpd,medicine,100,9,2,0.92,197.3283604330668,41.41833490266374,197.3283604330668,41.41833490266374,197.88143874137023,1.0028028323302824,4.523952102074493,3.9254377759676857,0.802,0.81,0.008000000000000007
nomao,nlp_features,6000,128,6,0.9826666666666667,686.5406091517727,29.957386478720593,528.2169344403367,26.766331041553357,591.4975700797855,0.8615623929523794,5.580553712372623,4.067386851939089,0.8275,0.9594999999999999,0.1319999999999999
ozone,environment,1160,72,2,0.8931034482758621,951.4043396200519,109.62666859225229,732.8474004233518,82.40693429695125,801.2092725031091,0.8421332961578418,5.957243056055677,5.20041961180762,0.838,0.8605000000000002,0.022500000000000187
first_order,synthetic,4475,51,6,0.4539767649687221,454.1838992311457,29.036042825589,362.4609773707398,19.406342262620754,272.4393852626671,0.5998437763290587,5.32356735311191,3.8834831394229874,0.29350000000000004,0.3085,0.014999999999999958
hill_valley,synthetic,1212,100,2,0.594059405940594,157.5330163287074,3.8228527159511363,158.91779407765256,4.565013835872557,92.02646009287562,0.5841725260998862,4.384443131971783,1.826587907740949,0.5005,0.594,0.09350000000000003
Thai_Student,education,500,7,10,0.8,227.26770336319476,180.0695188600108,193.6659455874559,127.52916677831581,187.9693876374806,0.8270835884546612,4.329856164383912,4.800125858424774,0.602,0.619,0.017000000000000015
eye_movements,neuroscience,2000,100,2,0.778,1614.8141120843131,35.11760279445633,1252.9888540468296,27.698484432363706,1609.5136023261573,0.9967175728038974,5.738638794640936,4.0755070569634615,0.6175,0.715,0.09749999999999992
wine_quality_red,food,1599,11,6,0.62,476.3393173496372,87.24702016018774,383.2561185818262,53.41558855637587,463.579793630308,0.973213372789961,5.877354582916839,5.146112294761676,0.505,0.5075,0.0024999999999999467
volkert,synthetic,583,9,2,0.7054794520547946,319.64581549231065,40.0703144571409,265.9700380718237,25.42463502597755,300.10082383601724,0.9388542233027807,5.710736762395165,4.908886333750945,0.6430000000000001,0.6405000000000001,-0.0025000000000000577
100_plants_texture,ecology,1600,64,100,0.75,1354.975866262158,119.49467290285708,1078.6148534093907,90.75271252498263,1214.7937201995528,0.8965426989859884,5.959053674310104,4.991554259466076,0.41,0.44,0.030000000000000027
100_plants_margin,ecology,1600,64,100,0.615,590.6198683887669,55.897551822581036,505.99294230670444,49.23695771197802,620.2673911880329,1.050197300135103,5.834082616847297,4.432336274938153,0.2725,0.293,0.020499999999999963
synthetic_control,synthetic,2000,8,2,0.95,497.0467665503648,69.78810450712737,398.1148871315122,39.2744597725878,423.2808670341967,0.8515916318536326,5.915285640670589,5.251651915431253,0.7775,0.8785,0.10099999999999998
hapt,robotics,303,5,2,0.8157894736842105,423.42089670513315,70.93761712565956,420.25540668314335,68.68238959166096,374.4213761767803,0.8842770375537802,5.624311080512829,4.825910906254524,0.634983498349835,0.6316831683168316,-0.0033003300330034513
australian2,finance,2310,16,7,0.9273356401384083,206.98467045091792,18.183881351158234,163.09439649390393,15.4665407874176,222.9882211589972,1.0773175649830269,5.291975802338376,3.9808577870406117,0.7865000000000001,0.8119999999999998,0.025499999999999745
christine,synthetic,2000,1599,2,0.638,14497.980222880957,192.91010737358312,10959.07365674491,122.4617147830356,14495.63318957276,0.9998381130838837,5.985840147859884,5.266700209335161,0.589,0.8555000000000001,0.2665000000000002
jasmine,synthetic,2000,8,2,0.804,208.23769227105845,23.514261901601408,186.01408364491954,19.38361135843875,263.2371154539873,1.2641184820245575,5.559397432200618,4.80107899454379,0.6905,0.6940000000000001,0.0035000000000000586
madeline,synthetic,2000,259,2,0.576,7138.303509604359,223.6171775453265,5343.004056925892,175.19441818738582,7145.812207429341,1.0010518882833825,5.988558205046767,6.195800135141068,0.5784999999999999,0.6594999999999999,0.08099999999999996
philippine,synthetic,2000,308,2,0.698,6561.792669061966,202.19673442773785,4829.211607392668,140.0950865145844,6532.225795070433,0.9954940859178717,5.963878866837048,5.652684040264133,0.6345,0.758,0.12350000000000005
sylvine,synthetic,2000,20,2,0.896,444.38836789131165,107.74044577840547,376.4161286354065,84.05869970020056,94.28120696544647,0.21215948431059234,5.975498323462878,5.903590039205717,0.6565000000000001,0.7169999999999999,0.060499999999999776
Pumpkin_Seeds,openml_catalog,2000,12,2,0.894,249.98067986150468,51.69104271823204,179.8666348445294,35.0882905436067,241.69243580625604,0.9668444615006226,5.897675182514141,4.890569681315883,0.792,0.7985,0.00649999999999995
timing_attack_dataset_25_micro_s,openml_catalog,11000,124,11,0.10072727272727272,256.0404026576922,36.061844306895345,202.34207810663213,31.615066302518557,186.45686026467317,0.7282321787079546,5.882172957464469,5.010044114130746,0.079,0.085,0.006000000000000005
irish,openml_catalog,500,2,2,0.688,126.91951926665203,18.31488321107234,109.96395654387085,14.39148870917919,117.81299401253072,0.928249608045009,5.427291200899563,3.6593308222922296,0.6025,0.595,-0.007500000000000062
FOREX_usdchf_hour_Close,openml_catalog,2000,10,2,0.492,152.02529527401913,22.60399083197825,114.42161808606686,15.934021585187033,182.99836987999907,1.2037363226307325,5.696429013079149,4.165807593615554,0.515,0.5185,0.0034999999999999476
kc1_seed_3_nrows_2000_nclasses_1,openml_catalog,1309,21,2,0.7713414634146342,166.77126785298606,20.142617332667367,126.7237249729684,14.27952159133234,187.13438657287242,1.122102080184682,5.0515380515840524,3.881560091888742,0.7575,0.76,0.0025000000000000577
chscase_census4,openml_catalog,400,7,2,0.46,713.3083228650739,138.57461913852046,554.7535937037949,100.38983472504205,680.9140741098415,0.9545859094632211,5.93840462072777,5.605493684748154,0.48700000000000004,0.495,0.007999999999999952
spambase_reproduced,openml_catalog,2000,57,2,0.944,690.4791352034347,32.54322335413666,625.951940812364,23.325888672016198,551.2447974441219,0.7983511294395733,5.747813153309278,4.081315331720342,0.8169999999999998,0.8785000000000001,0.06150000000000022
timing_attack_dataset_32_micro_s,openml_catalog,9996,124,11,0.11284513805522209,284.5742789025834,39.84014271703268,206.61800394742886,30.718637088870242,215.57955976103312,0.7575511061378501,5.880634395028476,5.060996858032287,0.0725,0.081,0.008500000000000008
mfeat_factors_seed_4_nrows_2000_,openml_catalog,2000,100,10,0.976,1622.4796182205182,115.64543025131505,1276.9501618439099,100.24193847232098,1354.9342948051117,0.8351009649607547,5.9635379489165725,5.0048911996669165,0.8805000000000001,0.9555000000000001,0.07500000000000007
eye_movements_seed_3_nrows_2000_,openml_catalog,2000,20,2,0.566,184.48394571306227,42.2368417664186,142.3001009745184,28.67675428730691,200.62168419996036,1.0874750289220179,5.884974998857567,5.342763768462331,0.5335,0.513,-0.020499999999999963
no2,openml_catalog,500,7,2,0.68,432.48312685632413,82.16983006797432,359.03660932459707,67.88102768758412,408.46324716441575,0.9444605391509573,5.931628161877832,4.983629695444009,0.5529999999999999,0.557,0.004000000000000115
Predicting_Risk_Factors_of_Chron,openml_catalog,200,13,2,1.0,231.24456263929125,56.44675058666617,231.24456263929125,56.44675058666617,157.86719758238362,0.6826850144305191,4.53929086765038,4.220657581528365,1.0,1.0,0.0
spectrometer,openml_catalog,531,100,2,0.9323308270676691,678.8525423859841,59.12501147473181,531.0209187679759,43.60306154852638,595.64164663063,0.877424196626133,5.876191238269974,4.686884339373643,0.919,0.9475,0.02849999999999997
jasmine_seed_4_nrows_2000_nclass,openml_catalog,2000,6,2,0.754,192.37861089133528,15.919946556817791,188.88588897009635,17.354041664152383,173.0034315732838,0.8992862084392764,5.300653942093191,4.832757378422175,0.5895,0.603,0.013499999999999956
FOREX_eurcad_day_High,openml_catalog,1834,10,2,0.7516339869281046,326.98461666620517,34.41798188747024,259.8515230342102,24.809828558963506,213.2174488720333,0.6520718040068885,5.8348276684032285,3.975721057525947,0.48450000000000004,0.583,0.09849999999999992
vehicle,openml_catalog,846,18,2,0.9858490566037735,351.02881333628534,77.08404330212056,287.4998351991009,57.55764153240801,289.46844094087965,0.8246287197614434,5.9371799559428675,5.207055966558739,0.93,0.9684999999999999,0.03849999999999987
christine_seed_0_nrows_2000_ncla,openml_catalog,2000,96,2,0.694,2741.1947786032065,145.18811629684268,2057.5946362018585,129.8474281713569,2618.759314379405,0.9553350002052065,5.981172964749066,5.568649517624143,0.557,0.621,0.06399999999999995
Australian_seed_4_nrows_2000_ncl,openml_catalog,690,6,2,0.7687861271676301,572.8884622741489,88.78761783852163,478.48209232153647,69.85516165876975,615.5254695369233,1.0744246220172105,5.875395571654898,5.056336804131224,0.6884999999999999,0.6755,-0.0129999999999999
company_quality_and_valuation_fi,openml_catalog,719,9,6,0.5166666666666667,356.9750397160217,34.060314482860456,241.338795719724,23.942638701602597,399.84715607035224,1.120098358665177,5.46853765322002,5.077852173316806,0.365,0.38799999999999996,0.022999999999999965
philippine_seed_1_nrows_2000_ncl,openml_catalog,2000,100,2,0.618,2950.397229342769,169.35100678326285,2293.037513497368,117.31617676562405,2826.6508296300926,0.9580577155909809,5.981674618935099,5.784078037886459,0.581,0.609,0.028000000000000025
jasmine_seed_0_nrows_2000_nclass,openml_catalog,2000,6,2,0.786,214.0287027768822,32.08981036659034,192.23346512295794,31.83375072238578,209.5101329084686,0.9788880191778574,5.517377583076961,4.647879696189079,0.6945,0.6994999999999999,0.004999999999999893
robert_seed_2_nrows_2000_nclasse,openml_catalog,2000,100,10,0.256,2466.2863640785217,167.52751420575933,1801.6298654079437,114.56731063192169,2411.48344707489,0.9777791752807636,5.9839765141046515,5.7528428240879865,0.174,0.201,0.027000000000000024
timing_attack_dataset_20_micro_s,openml_catalog,9999,124,11,0.0948,292.11506774871555,38.61796461949855,242.76778624791484,31.80546456698883,219.67824310749,0.7520264011045898,5.8606003027699325,4.7876400775677155,0.0895,0.08900000000000001,-0.0004999999999999866
micro_mass_seed_2_nrows_2000_ncl,openml_catalog,571,100,20,0.6223776223776224,922.046802082865,17.003505897333774,748.7274510679587,9.976461219592297,901.2781474398257,0.9774754875824917,5.438308869167892,2.8246914164658454,0.363,0.4485,0.08550000000000002
CreditCardSubset,openml_catalog,1023,30,2,0.99609375,536.977175718846,71.73174141486408,364.63408863451355,48.06339572300171,421.00805159911073,0.7840334201086135,5.815395845595837,5.42150523277106,0.9865,0.986,-0.000500000000000056
pol_seed_0_nrows_2000_nclasses_1,openml_catalog,2000,26,2,0.956,163.92052795290311,33.14790961714933,136.4253906732049,23.918236925871195,144.77178800708037,0.8831827826266856,5.658267618939066,4.367375188752824,0.851,0.9105000000000001,0.05950000000000011
Accidents_Prediction_Dataset_Pip,openml_catalog,500,2,2,0.872,87.76597049463352,16.342662923776423,81.95629904170221,15.779797734301248,88.24922376402274,1.0055061576447648,5.504779715900284,4.38155036989815,0.7709999999999999,0.7705,-0.0004999999999999449
volkert_seed_1_nrows_2000_nclass,openml_catalog,2000,100,10,0.462,1295.7709956359413,147.98030106202702,985.4606413707176,101.63513115913543,1358.3409680967882,1.0482878322416367,5.939554750388158,5.308535244394192,0.3735,0.3710000000000001,-0.002499999999999891
oil_spill,openml_catalog,937,49,2,0.9617021276595744,632.6015860524396,47.3440466342054,446.6420823487613,28.203375585033257,390.07543930482404,0.6166210264172317,5.793427307743167,5.007842037022327,0.95,0.9530000000000001,0.0030000000000001137
analcatdata_draft,openml_catalog,366,2,2,0.9130434782608695,123.82225017671057,21.419605643766896,110.7205715093124,19.538620212567317,132.9649341425874,1.0738371653949836,5.799166810888059,4.025482901960177,0.8442622950819673,0.8486338797814208,0.0043715846994535346
kdd_ipums_la_97_small_seed_0_nro,openml_catalog,2000,20,2,0.818,272.2145241333692,44.7535933413282,195.1523084151499,27.174245650139184,285.2821236077758,1.0480047841532667,5.815304690104023,4.918853204864554,0.7405000000000002,0.7445,0.0039999999999998925
nomao_seed_4_nrows_2000_nclasses,openml_catalog,1571,74,2,0.9389312977099237,618.5212579125072,56.299330137705375,535.843540719029,43.32862774438399,546.1806451466506,0.8830426410726703,5.7508075693498135,4.639676498478552,0.8270000000000002,0.89,0.06299999999999983
leaf,openml_catalog,340,15,30,0.6470588235294118,174.6825650888711,36.665246240019044,154.32284968349907,31.658404082782177,223.8185629798767,1.2812873618269076,5.74112306749775,4.759721032700831,0.4741176470588236,0.5347058823529413,0.060588235294117665
Tour_and_Travels_Customer_Churn_,openml_catalog,954,2,2,0.7866108786610879,64.61469101176209,9.750589533898722,63.97976515408106,10.327222149677443,60.09205158607241,0.9300060194535883,3.9701545702991785,3.3807019388779302,0.7305000000000001,0.7145,-0.016000000000000125
timing_attack_dataset_1_micro_se,openml_catalog,9995,124,11,0.0976390556222489,270.7018908110405,42.00576615418476,210.19526574638343,31.451668919085584,257.1236745346655,0.9498407039725736,5.868946474306016,4.882636060165979,0.08850000000000001,0.08349999999999999,-0.005000000000000018
darwin,openml_catalog,174,450,2,0.7954545454545454,3249.7935717967944,38.207256352537314,3249.7935717967944,38.207256352537314,3266.9754492374877,1.0052870673355396,5.129811995867586,2.876303069324146,0.6977011494252873,0.9252873563218391,0.22758620689655185
houses,openml_catalog,2000,8,2,0.97,470.3653992543858,65.60957092563078,373.5407723707011,45.339882905877815,366.52682527682555,0.7792384938557063,5.8874364013586895,5.033028611348411,0.925,0.937,0.01200000000000001
fri_c4_250_10,openml_catalog,250,10,2,0.6984126984126984,374.99608355760574,113.80689262710325,374.99608355760574,113.80689262710325,326.0550329685211,0.8694891687273677,5.500490986658417,5.029851786382768,0.6304,0.6376000000000002,0.007200000000000206
yeast_seed_0_nrows_2000_nclasses,openml_catalog,1484,8,10,0.6415094339622641,360.68425332219095,64.59382037980657,302.764945850388,54.78740800945347,439.8199832573208,1.2194044491996154,5.834189781136281,5.2448207039414,0.4875,0.493,0.005500000000000005
FOREX_nzdusd_hour_High,openml_catalog,2000,10,2,0.654,267.9880965919501,28.327717120754315,209.08149138364206,22.109791787031206,161.65759837207457,0.6032267866666525,5.753385497940194,4.056343872096991,0.51,0.5175,0.007499999999999951
lungcancer_GSE31210,openml_catalog,226,21,2,0.8421052631578947,323.09703415673135,52.498443831664396,323.09703415673135,52.498443831664396,244.52467987639906,0.756814993720377,5.380114887063643,4.82154191174024,0.7991150442477876,0.8212389380530973,0.02212389380530977
Satellite_seed_0_nrows_2000_ncla,openml_catalog,1029,36,2,0.9883720930232558,274.8675583882427,25.04444181995028,214.18104221470654,22.09062187527402,248.55103435721244,0.9042574387994566,5.91683628011491,4.6987298646499145,0.9715,0.9710000000000001,-0.0004999999999999449
fri_c2_500_5,openml_catalog,500,5,2,0.936,475.87939118524594,104.82502364531004,377.5756142366171,70.88486151314876,398.0425256128584,0.8364357292747567,5.9589622898776256,5.130057758341993,0.8170000000000001,0.8369999999999999,0.019999999999999796
PizzaCutter3,openml_catalog,1043,37,2,0.8888888888888888,243.661168006692,35.335499975826366,187.1638131616112,28.679395039062367,196.2694388817238,0.805501510508779,5.708115126193648,5.093883182314757,0.8205,0.8255000000000001,0.0050000000000001155
FOREX_eurhuf_hour_Close,openml_catalog,2000,10,2,0.602,171.31922158802286,17.52241567857635,137.35123858447264,11.4244397156147,138.38712340608987,0.8077734776245603,5.61394975769543,3.6480469609205457,0.539,0.545,0.006000000000000005
timing_attack_dataset_35_micro_s,openml_catalog,9998,124,11,0.1228,287.3714344253387,36.38977491829769,234.25225979718277,31.89611430986109,248.77984651092655,0.8657083366981677,5.861651399270292,4.823546344470497,0.09850000000000002,0.09300000000000001,-0.005500000000000005
fri_c1_250_10,openml_catalog,250,10,2,0.6666666666666666,524.7790400981903,156.4608399018489,524.7790400981903,156.4608399018489,476.6017211675644,0.9081950397226011,5.50730437781573,5.342205214343677,0.644,0.6648,0.02079999999999993
depression_2020,openml_catalog,1238,20,2,0.7483870967741936,270.95291202489494,63.18587172271941,184.11893606363373,50.45605280753079,294.5806882325166,1.087202518072405,5.805962063869593,5.249330834227122,0.695,0.6945,-0.0004999999999999449
allrep,openml_catalog,1124,6,4,0.8861209964412812,323.79677036440523,53.109816706131454,257.56490213699453,37.54069114696011,323.9123401783497,1.0003569208359133,5.865892392471958,4.7293488740467815,0.865,0.8795000000000001,0.014500000000000068
FOREX_eurjpy_hour_Close,openml_catalog,2000,10,2,0.512,139.6812110886132,18.718549107880076,117.21093386719105,14.60537086467616,161.95690154407663,1.1594752098858294,5.778445743705394,4.086607231227453,0.495,0.5075,0.012499999999999956
volcanoes_e3,openml_catalog,1107,3,5,0.9061371841155235,278.8629420184627,52.78713258060321,229.0596905221157,45.281518189776115,265.51060787753846,0.9521186499565789,5.875552367278339,4.722025982355394,0.8194999999999999,0.821,0.0015000000000000568
